fill	x	y	clickSelects	group	xmin	xmax	ymin	ymax
#FFFFFF	44	7	44 7	397	43.5	44.5	6.5	7.5
#FFFFFF	46	9	46 9	421	45.5	46.5	8.5	9.5
#FFFFFF	43	6	43 6	385	42.5	43.5	5.5	6.5
#FFFFFF	47	10	47 10	424	46.5	47.5	9.5	10.5
#FFFFFF	42	5	42 5	373	41.5	42.5	4.5	5.5
#FFFFFF	45	8	45 8	409	44.5	45.5	7.5	8.5
#A4A4A4	38	0	38 0	318	37.5	38.5	-0.5	0.5
#DDDDDD	39	1	39 1	330	38.5	39.5	0.5	1.5
#F2F2F2	40	2	40 2	348	39.5	40.5	1.5	2.5
#F8F8F8	41	3	41 3	360	40.5	41.5	2.5	3.5
#FEFEFE	42	4	42 4	372	41.5	42.5	3.5	4.5
#FFFFFF	45	7	45 7	408	44.5	45.5	6.5	7.5
#FFFFFF	46	8	46 8	420	45.5	46.5	7.5	8.5
#FFFFFF	47	9	47 9	432	46.5	47.5	8.5	9.5
#FEFEFE	43	5	43 5	384	42.5	43.5	4.5	5.5
#FDFDFD	44	6	44 6	396	43.5	44.5	5.5	6.5
#FFFFFF	48	10	48 10	435	47.5	48.5	9.5	10.5
#A2A2A2	39	0	39 0	329	38.5	39.5	-0.5	0.5
#D1D1D1	40	1	40 1	346	39.5	40.5	0.5	1.5
#E6E6E6	41	2	41 2	359	40.5	41.5	1.5	2.5
#FDFDFD	42	3	42 3	371	41.5	42.5	2.5	3.5
#FFFFFF	47	8	47 8	431	46.5	47.5	7.5	8.5
#FFFFFF	48	9	48 9	443	47.5	48.5	8.5	9.5
#F9F9F9	44	5	44 5	395	43.5	44.5	4.5	5.5
#FCFCFC	45	6	45 6	407	44.5	45.5	5.5	6.5
#FDFDFD	43	4	43 4	383	42.5	43.5	3.5	4.5
#FFFFFF	49	10	49 10	446	48.5	49.5	9.5	10.5
#FFFFFF	46	7	46 7	419	45.5	46.5	6.5	7.5
#A4A4A4	40	0	40 0	345	39.5	40.5	-0.5	0.5
#BEBEBE	41	1	41 1	357	40.5	41.5	0.5	1.5
#EFEFEF	42	2	42 2	370	41.5	42.5	1.5	2.5
#FFFFFF	47	7	47 7	430	46.5	47.5	6.5	7.5
#FFFFFF	48	8	48 8	442	47.5	48.5	7.5	8.5
#FFFFFF	49	9	49 9	454	48.5	49.5	8.5	9.5
#F9F9F9	43	3	43 3	382	42.5	43.5	2.5	3.5
#FAFAFA	44	4	44 4	394	43.5	44.5	3.5	4.5
#F0F0F0	45	5	45 5	406	44.5	45.5	4.5	5.5
#F3F3F3	46	6	46 6	418	45.5	46.5	5.5	6.5
#FFFFFF	50	10	50 10	463	49.5	50.5	9.5	10.5
#9B9B9B	41	0	41 0	356	40.5	41.5	-0.5	0.5
#E3E3E3	42	1	42 1	368	41.5	42.5	0.5	1.5
#FFFFFF	48	7	48 7	441	47.5	48.5	6.5	7.5
#FFFFFF	49	8	49 8	453	48.5	49.5	7.5	8.5
#F9F9F9	43	2	43 2	381	42.5	43.5	1.5	2.5
#F9F9F9	44	3	44 3	393	43.5	44.5	2.5	3.5
#F4F4F4	45	4	45 4	405	44.5	45.5	3.5	4.5
#EFEFEF	46	5	46 5	417	45.5	46.5	4.5	5.5
#FFFFFF	50	9	50 9	471	49.5	50.5	8.5	9.5
#F6F6F6	47	6	47 6	429	46.5	47.5	5.5	6.5
#FFFFFF	51	10	51 10	474	50.5	51.5	9.5	10.5
#A4A4A4	42	0	42 0	367	41.5	42.5	-0.5	0.5
#FEFEFE	49	7	49 7	452	48.5	49.5	6.5	7.5
#DADADA	43	1	43 1	379	42.5	43.5	0.5	1.5
#F0F0F0	44	2	44 2	392	43.5	44.5	1.5	2.5
#F9F9F9	45	3	45 3	404	44.5	45.5	2.5	3.5
#F2F2F2	46	4	46 4	416	45.5	46.5	3.5	4.5
#F3F3F3	47	5	47 5	428	46.5	47.5	4.5	5.5
#FCFCFC	48	6	48 6	440	47.5	48.5	5.5	6.5
#FFFFFF	50	8	50 8	470	49.5	50.5	7.5	8.5
#FFFFFF	51	9	51 9	482	50.5	51.5	8.5	9.5
#FFFFFF	52	10	52 10	485	51.5	52.5	9.5	10.5
#A3A3A3	43	0	43 0	378	42.5	43.5	-0.5	0.5
#DBDBDB	44	1	44 1	390	43.5	44.5	0.5	1.5
#F4F4F4	45	2	45 2	403	44.5	45.5	1.5	2.5
#FAFAFA	46	3	46 3	415	45.5	46.5	2.5	3.5
#F8F8F8	47	4	47 4	427	46.5	47.5	3.5	4.5
#F1F1F1	49	6	49 6	451	48.5	49.5	5.5	6.5
#FFFFFF	50	7	50 7	469	49.5	50.5	6.5	7.5
#FFFFFF	51	8	51 8	481	50.5	51.5	7.5	8.5
#FFFFFF	52	9	52 9	493	51.5	52.5	8.5	9.5
#FFFFFF	53	10	53 10	496	52.5	53.5	9.5	10.5
#FBFBFB	48	5	48 5	439	47.5	48.5	4.5	5.5
#B3B3B3	44	0	44 0	389	43.5	44.5	-0.5	0.5
#C4C4C4	45	1	45 1	401	44.5	45.5	0.5	1.5
#FAFAFA	46	2	46 2	414	45.5	46.5	1.5	2.5
#F5F5F5	47	3	47 3	426	46.5	47.5	2.5	3.5
#F2F2F2	48	4	48 4	438	47.5	48.5	3.5	4.5
#F6F6F6	49	5	49 5	450	48.5	49.5	4.5	5.5
#FDFDFD	50	6	50 6	468	49.5	50.5	5.5	6.5
#FFFFFF	51	7	51 7	480	50.5	51.5	6.5	7.5
#FFFFFF	52	8	52 8	492	51.5	52.5	7.5	8.5
#FFFFFF	53	9	53 9	504	52.5	53.5	8.5	9.5
#FFFFFF	54	10	54 10	507	53.5	54.5	9.5	10.5
#AFAFAF	45	0	45 0	400	44.5	45.5	-0.5	0.5
#D0D0D0	46	1	46 1	412	45.5	46.5	0.5	1.5
#F2F2F2	47	2	47 2	425	46.5	47.5	1.5	2.5
#F3F3F3	48	3	48 3	437	47.5	48.5	2.5	3.5
#F2F2F2	49	4	49 4	449	48.5	49.5	3.5	4.5
#F6F6F6	50	5	50 5	467	49.5	50.5	4.5	5.5
#FFFFFF	51	6	51 6	479	50.5	51.5	5.5	6.5
#FFFFFF	52	7	52 7	491	51.5	52.5	6.5	7.5
#FFFFFF	53	8	53 8	503	52.5	53.5	7.5	8.5
#FFFFFF	54	9	54 9	515	53.5	54.5	8.5	9.5
#FFFFFF	55	10	55 10	518	54.5	55.5	9.5	10.5
#A6A6A6	46	0	46 0	411	45.5	46.5	-0.5	0.5
#B3B3B3	47	1	47 1	423	46.5	47.5	0.5	1.5
#F5F5F5	48	2	48 2	436	47.5	48.5	1.5	2.5
#F8F8F8	49	3	49 3	448	48.5	49.5	2.5	3.5
#EFEFEF	50	4	50 4	466	49.5	50.5	3.5	4.5
#FDFDFD	51	5	51 5	478	50.5	51.5	4.5	5.5
#FFFFFF	52	6	52 6	490	51.5	52.5	5.5	6.5
#FFFFFF	53	7	53 7	502	52.5	53.5	6.5	7.5
#FFFFFF	54	8	54 8	514	53.5	54.5	7.5	8.5
#FFFFFF	55	9	55 9	526	54.5	55.5	8.5	9.5
#FFFFFF	56	10	56 10	529	55.5	56.5	9.5	10.5
#9A9A9A	47	0	47 0	422	46.5	47.5	-0.5	0.5
#CECECE	48	1	48 1	434	47.5	48.5	0.5	1.5
#F9F9F9	49	2	49 2	447	48.5	49.5	1.5	2.5
#F3F3F3	50	3	50 3	465	49.5	50.5	2.5	3.5
#F3F3F3	51	4	51 4	477	50.5	51.5	3.5	4.5
#FFFFFF	52	5	52 5	489	51.5	52.5	4.5	5.5
#FEFEFE	53	6	53 6	501	52.5	53.5	5.5	6.5
#FFFFFF	54	7	54 7	513	53.5	54.5	6.5	7.5
#FFFFFF	55	8	55 8	525	54.5	55.5	7.5	8.5
#FFFFFF	56	9	56 9	537	55.5	56.5	8.5	9.5
#FFFFFF	57	10	57 10	540	56.5	57.5	9.5	10.5
#9F9F9F	48	0	48 0	433	47.5	48.5	-0.5	0.5
#E2E2E2	49	1	49 1	445	48.5	49.5	0.5	1.5
#F7F7F7	50	2	50 2	464	49.5	50.5	1.5	2.5
#F3F3F3	51	3	51 3	476	50.5	51.5	2.5	3.5
#FBFBFB	52	4	52 4	488	51.5	52.5	3.5	4.5
#F9F9F9	53	5	53 5	500	52.5	53.5	4.5	5.5
#FFFFFF	54	6	54 6	512	53.5	54.5	5.5	6.5
#FFFFFF	55	7	55 7	524	54.5	55.5	6.5	7.5
#FFFFFF	56	8	56 8	536	55.5	56.5	7.5	8.5
#FFFFFF	57	9	57 9	548	56.5	57.5	8.5	9.5
#FFFFFF	58	10	58 10	551	57.5	58.5	9.5	10.5
#999999	49	0	49 0	444	48.5	49.5	-0.5	0.5
#DCDCDC	50	1	50 1	462	49.5	50.5	0.5	1.5
#EFEFEF	51	2	51 2	475	50.5	51.5	1.5	2.5
#F8F8F8	52	3	52 3	487	51.5	52.5	2.5	3.5
#F7F7F7	53	4	53 4	499	52.5	53.5	3.5	4.5
#F6F6F6	54	5	54 5	511	53.5	54.5	4.5	5.5
#FDFDFD	55	6	55 6	523	54.5	55.5	5.5	6.5
#FDFDFD	56	7	56 7	535	55.5	56.5	6.5	7.5
#FDFDFD	57	8	57 8	547	56.5	57.5	7.5	8.5
#FEFEFE	58	9	58 9	559	57.5	58.5	8.5	9.5
#FEFEFE	59	10	59 10	562	58.5	59.5	9.5	10.5
#A3A3A3	50	0	50 0	461	49.5	50.5	-0.5	0.5
#CBCBCB	51	1	51 1	473	50.5	51.5	0.5	1.5
#F2F2F2	52	2	52 2	486	51.5	52.5	1.5	2.5
#FAFAFA	53	3	53 3	498	52.5	53.5	2.5	3.5
#F0F0F0	54	4	54 4	510	53.5	54.5	3.5	4.5
#FAFAFA	55	5	55 5	522	54.5	55.5	4.5	5.5
#FBFBFB	56	6	56 6	534	55.5	56.5	5.5	6.5
#FAFAFA	57	7	57 7	546	56.5	57.5	6.5	7.5
#FDFDFD	58	8	58 8	558	57.5	58.5	7.5	8.5
#FEFEFE	59	9	59 9	570	58.5	59.5	8.5	9.5
#FEFEFE	60	10	60 10	580	59.5	60.5	9.5	10.5
#A7A7A7	51	0	51 0	472	50.5	51.5	-0.5	0.5
#EEEEEE	52	1	52 1	484	51.5	52.5	0.5	1.5
#F6F6F6	53	2	53 2	497	52.5	53.5	1.5	2.5
#F8F8F8	54	3	54 3	509	53.5	54.5	2.5	3.5
#F5F5F5	55	4	55 4	521	54.5	55.5	3.5	4.5
#FAFAFA	56	5	56 5	533	55.5	56.5	4.5	5.5
#FBFBFB	58	7	58 7	557	57.5	58.5	6.5	7.5
#FEFEFE	59	8	59 8	569	58.5	59.5	7.5	8.5
#FEFEFE	60	9	60 9	588	59.5	60.5	8.5	9.5
#FAFAFA	57	6	57 6	545	56.5	57.5	5.5	6.5
#FEFEFE	61	10	61 10	591	60.5	61.5	9.5	10.5
#BFBFBF	52	0	52 0	483	51.5	52.5	-0.5	0.5
#DEDEDE	53	1	53 1	495	52.5	53.5	0.5	1.5
#FAFAFA	54	2	54 2	508	53.5	54.5	1.5	2.5
#F3F3F3	55	3	55 3	520	54.5	55.5	2.5	3.5
#F7F7F7	56	4	56 4	532	55.5	56.5	3.5	4.5
#FDFDFD	59	7	59 7	568	58.5	59.5	6.5	7.5
#FEFEFE	60	8	60 8	587	59.5	60.5	7.5	8.5
#FEFEFE	61	9	61 9	599	60.5	61.5	8.5	9.5
#FBFBFB	57	5	57 5	544	56.5	57.5	4.5	5.5
#FBFBFB	58	6	58 6	556	57.5	58.5	5.5	6.5
#FEFEFE	62	10	62 10	602	61.5	62.5	9.5	10.5
#BDBDBD	53	0	53 0	494	52.5	53.5	-0.5	0.5
#F4F4F4	54	1	54 1	506	53.5	54.5	0.5	1.5
#FAFAFA	55	2	55 2	519	54.5	55.5	1.5	2.5
#F4F4F4	56	3	56 3	531	55.5	56.5	2.5	3.5
#FEFEFE	60	7	60 7	586	59.5	60.5	6.5	7.5
#FEFEFE	61	8	61 8	598	60.5	61.5	7.5	8.5
#FEFEFE	62	9	62 9	610	61.5	62.5	8.5	9.5
#FCFCFC	57	4	57 4	543	56.5	57.5	3.5	4.5
#FCFCFC	58	5	58 5	555	57.5	58.5	4.5	5.5
#FEFEFE	59	6	59 6	567	58.5	59.5	5.5	6.5
#FEFEFE	63	10	63 10	613	62.5	63.5	9.5	10.5
#C4C4C4	54	0	54 0	505	53.5	54.5	-0.5	0.5
#F9F9F9	56	2	56 2	530	55.5	56.5	1.5	2.5
#FEFEFE	61	7	61 7	597	60.5	61.5	6.5	7.5
#FEFEFE	62	8	62 8	609	61.5	62.5	7.5	8.5
#FEFEFE	63	9	63 9	621	62.5	63.5	8.5	9.5
#FEFEFE	60	6	60 6	585	59.5	60.5	5.5	6.5
#F0F0F0	55	1	55 1	517	54.5	55.5	0.5	1.5
#FEFEFE	64	10	64 10	624	63.5	64.5	9.5	10.5
#FEFEFE	59	5	59 5	566	58.5	59.5	4.5	5.5
#AAAAAA	55	0	55 0	516	54.5	55.5	-0.5	0.5
#E4E4E4	56	1	56 1	528	55.5	56.5	0.5	1.5
#FCFCFC	57	3	57 3	542	56.5	57.5	2.5	3.5
#FEFEFE	62	7	62 7	608	61.5	62.5	6.5	7.5
#FEFEFE	63	8	63 8	620	62.5	63.5	7.5	8.5
#F8F8F8	57	2	57 2	541	56.5	57.5	1.5	2.5
#FEFEFE	60	5	60 5	584	59.5	60.5	4.5	5.5
#FEFEFE	61	6	61 6	596	60.5	61.5	5.5	6.5
#FEFEFE	64	9	64 9	632	63.5	64.5	8.5	9.5
#FCFCFC	58	3	58 3	553	57.5	58.5	2.5	3.5
#FEFEFE	65	10	65 10	635	64.5	65.5	9.5	10.5
#FDFDFD	59	4	59 4	565	58.5	59.5	3.5	4.5
#999999	56	0	56 0	527	55.5	56.5	-0.5	0.5
#FEFEFE	63	7	63 7	619	62.5	63.5	6.5	7.5
#F2F2F2	57	1	57 1	539	56.5	57.5	0.5	1.5
#EFEFEF	58	2	58 2	552	57.5	58.5	1.5	2.5
#FCFCFC	59	3	59 3	564	58.5	59.5	2.5	3.5
#FCFCFC	60	4	60 4	583	59.5	60.5	3.5	4.5
#FEFEFE	61	5	61 5	595	60.5	61.5	4.5	5.5
#FEFEFE	62	6	62 6	607	61.5	62.5	5.5	6.5
#FEFEFE	64	8	64 8	631	63.5	64.5	7.5	8.5
#FEFEFE	65	9	65 9	643	64.5	65.5	8.5	9.5
#FEFEFE	66	10	66 10	646	65.5	66.5	9.5	10.5
#9D9D9D	57	0	57 0	538	56.5	57.5	-0.5	0.5
#CDCDCD	58	1	58 1	550	57.5	58.5	0.5	1.5
#ECECEC	59	2	59 2	563	58.5	59.5	1.5	2.5
#FCFCFC	60	3	60 3	582	59.5	60.5	2.5	3.5
#FEFEFE	62	5	62 5	606	61.5	62.5	4.5	5.5
#FEFEFE	63	6	63 6	618	62.5	63.5	5.5	6.5
#FEFEFE	64	7	64 7	630	63.5	64.5	6.5	7.5
#FEFEFE	66	9	66 9	653	65.5	66.5	8.5	9.5
#FDFDFD	61	4	61 4	594	60.5	61.5	3.5	4.5
#FEFEFE	65	8	65 8	642	64.5	65.5	7.5	8.5
#A7A7A7	58	0	58 0	549	57.5	58.5	-0.5	0.5
#EBEBEB	59	1	59 1	561	58.5	59.5	0.5	1.5
#FCFCFC	60	2	60 2	581	59.5	60.5	1.5	2.5
#FDFDFD	61	3	61 3	593	60.5	61.5	2.5	3.5
#FEFEFE	62	4	62 4	605	61.5	62.5	3.5	4.5
#FEFEFE	63	5	63 5	617	62.5	63.5	4.5	5.5
#FEFEFE	64	6	64 6	629	63.5	64.5	5.5	6.5
#FEFEFE	65	7	65 7	641	64.5	65.5	6.5	7.5
#FEFEFE	66	8	66 8	652	65.5	66.5	7.5	8.5
#FFFFFF	67	9	67 9	664	66.5	67.5	8.5	9.5
#FFFFFF	67	10	67 10	656	66.5	67.5	9.5	10.5
#FFFFFF	68	10	68 10	667	67.5	68.5	9.5	10.5
#B0B0B0	59	0	59 0	560	58.5	59.5	-0.5	0.5
#E1E1E1	60	1	60 1	579	59.5	60.5	0.5	1.5
#FEFEFE	63	4	63 4	616	62.5	63.5	3.5	4.5
#FEFEFE	64	5	64 5	628	63.5	64.5	4.5	5.5
#FEFEFE	65	6	65 6	640	64.5	65.5	5.5	6.5
#FEFEFE	66	7	66 7	651	65.5	66.5	6.5	7.5
#FFFFFF	68	9	68 9	675	67.5	68.5	8.5	9.5
#FEFEFE	67	8	67 8	663	66.5	67.5	7.5	8.5
#FFFFFF	69	10	69 10	678	68.5	69.5	9.5	10.5
#EDEDED	61	2	61 2	592	60.5	61.5	1.5	2.5
#FCFCFC	62	3	62 3	604	61.5	62.5	2.5	3.5
#AEAEAE	60	0	60 0	578	59.5	60.5	-0.5	0.5
#D6D6D6	61	1	61 1	590	60.5	61.5	0.5	1.5
#F6F6F6	62	2	62 2	603	61.5	62.5	1.5	2.5
#FEFEFE	63	3	63 3	615	62.5	63.5	2.5	3.5
#FEFEFE	64	4	64 4	627	63.5	64.5	3.5	4.5
#FFFFFF	65	5	65 5	639	64.5	65.5	4.5	5.5
#FFFFFF	66	6	66 6	650	65.5	66.5	5.5	6.5
#FEFEFE	67	7	67 7	662	66.5	67.5	6.5	7.5
#FFFFFF	68	8	68 8	674	67.5	68.5	7.5	8.5
#FFFFFF	69	9	69 9	686	68.5	69.5	8.5	9.5
#FFFFFF	70	10	70 10	697	69.5	70.5	9.5	10.5
#B0B0B0	61	0	61 0	589	60.5	61.5	-0.5	0.5
#D3D3D3	62	1	62 1	601	61.5	62.5	0.5	1.5
#FCFCFC	63	2	63 2	614	62.5	63.5	1.5	2.5
#FEFEFE	64	3	64 3	626	63.5	64.5	2.5	3.5
#FEFEFE	65	4	65 4	638	64.5	65.5	3.5	4.5
#FFFFFF	67	6	67 6	661	66.5	67.5	5.5	6.5
#FEFEFE	68	7	68 7	673	67.5	68.5	6.5	7.5
#FFFFFF	69	8	69 8	685	68.5	69.5	7.5	8.5
#FFFFFF	70	9	70 9	705	69.5	70.5	8.5	9.5
#FFFFFF	71	10	71 10	708	70.5	71.5	9.5	10.5
#A6A6A6	62	0	62 0	600	61.5	62.5	-0.5	0.5
#D9D9D9	63	1	63 1	612	62.5	63.5	0.5	1.5
#FEFEFE	64	2	64 2	625	63.5	64.5	1.5	2.5
#FEFEFE	65	3	65 3	637	64.5	65.5	2.5	3.5
#FEFEFE	68	6	68 6	672	67.5	68.5	5.5	6.5
#FFFFFF	69	7	69 7	684	68.5	69.5	6.5	7.5
#FFFFFF	70	8	70 8	704	69.5	70.5	7.5	8.5
#FFFFFF	71	9	71 9	716	70.5	71.5	8.5	9.5
#FEFEFE	66	4	66 4	649	65.5	66.5	3.5	4.5
#FFFFFF	72	10	72 10	719	71.5	72.5	9.5	10.5
#FFFFFF	67	5	67 5	660	66.5	67.5	4.5	5.5
#A3A3A3	63	0	63 0	611	62.5	63.5	-0.5	0.5
#DFDFDF	64	1	64 1	623	63.5	64.5	0.5	1.5
#D9D9D9	65	2	65 2	636	64.5	65.5	1.5	2.5
#EAEAEA	66	3	66 3	648	65.5	66.5	2.5	3.5
#FAFAFA	68	5	68 5	671	67.5	68.5	4.5	5.5
#FEFEFE	69	6	69 6	683	68.5	69.5	5.5	6.5
#FFFFFF	70	7	70 7	703	69.5	70.5	6.5	7.5
#FFFFFF	71	8	71 8	715	70.5	71.5	7.5	8.5
#FFFFFF	72	9	72 9	727	71.5	72.5	8.5	9.5
#FFFFFF	73	10	73 10	730	72.5	73.5	9.5	10.5
#A3A3A3	64	0	64 0	622	63.5	64.5	-0.5	0.5
#7B7B7B	65	1	65 1	634	64.5	65.5	0.5	1.5
#767676	66	2	66 2	647	65.5	66.5	1.5	2.5
#F4F4F4	69	5	69 5	682	68.5	69.5	4.5	5.5
#FFFFFF	70	6	70 6	702	69.5	70.5	5.5	6.5
#FFFFFF	71	7	71 7	714	70.5	71.5	6.5	7.5
#FFFFFF	72	8	72 8	726	71.5	72.5	7.5	8.5
#FFFFFF	73	9	73 9	738	72.5	73.5	8.5	9.5
#C8C8C8	67	3	67 3	658	66.5	67.5	2.5	3.5
#FEFEFE	67	4	67 4	659	66.5	67.5	3.5	4.5
#E2E2E2	68	4	68 4	670	67.5	68.5	3.5	4.5
#FFFFFF	74	10	74 10	741	73.5	74.5	9.5	10.5
#A4A4A4	65	0	65 0	633	64.5	65.5	-0.5	0.5
#9F9F9F	66	1	66 1	645	65.5	66.5	0.5	1.5
#888888	67	2	67 2	657	66.5	67.5	1.5	2.5
#969696	68	3	68 3	669	67.5	68.5	2.5	3.5
#A9A9A9	69	4	69 4	681	68.5	69.5	3.5	4.5
#FEFEFE	70	5	70 5	701	69.5	70.5	4.5	5.5
#FFFFFF	72	7	72 7	725	71.5	72.5	6.5	7.5
#FFFFFF	73	8	73 8	737	72.5	73.5	7.5	8.5
#FFFFFF	74	9	74 9	749	73.5	74.5	8.5	9.5
#FFFFFF	71	6	71 6	713	70.5	71.5	5.5	6.5
#FFFFFF	75	10	75 10	752	74.5	75.5	9.5	10.5
#A3A3A3	66	0	66 0	644	65.5	66.5	-0.5	0.5
#A2A2A2	67	1	67 1	655	66.5	67.5	0.5	1.5
#A5A5A5	68	2	68 2	668	67.5	68.5	1.5	2.5
#A6A6A6	69	3	69 3	680	68.5	69.5	2.5	3.5
#F5F5F5	70	4	70 4	700	69.5	70.5	3.5	4.5
#FFFFFF	73	7	73 7	736	72.5	73.5	6.5	7.5
#FFFFFF	74	8	74 8	748	73.5	74.5	7.5	8.5
#FFFFFF	75	9	75 9	760	74.5	75.5	8.5	9.5
#FFFFFF	71	5	71 5	712	70.5	71.5	4.5	5.5
#FFFFFF	72	6	72 6	724	71.5	72.5	5.5	6.5
#A3A3A3	67	0	67 0	654	66.5	67.5	-0.5	0.5
#A7A7A7	68	1	68 1	666	67.5	68.5	0.5	1.5
#A8A8A8	69	2	69 2	679	68.5	69.5	1.5	2.5
#CDCDCD	70	3	70 3	699	69.5	70.5	2.5	3.5
#FFFFFF	74	7	74 7	747	73.5	74.5	6.5	7.5
#FFFFFF	75	8	75 8	759	74.5	75.5	7.5	8.5
#FFFFFF	71	4	71 4	711	70.5	71.5	3.5	4.5
#FFFFFF	72	5	72 5	723	71.5	72.5	4.5	5.5
#FFFFFF	76	9	76 9	770	75.5	76.5	8.5	9.5
#FFFFFF	73	6	73 6	735	72.5	73.5	5.5	6.5
#A4A4A4	68	0	68 0	665	67.5	68.5	-0.5	0.5
#A8A8A8	69	1	69 1	677	68.5	69.5	0.5	1.5
#A8A8A8	70	2	70 2	698	69.5	70.5	1.5	2.5
#FFFFFF	75	7	75 7	758	74.5	75.5	6.5	7.5
#FFFFFF	76	8	76 8	769	75.5	76.5	7.5	8.5
#F6F6F6	71	3	71 3	710	70.5	71.5	2.5	3.5
#FFFFFF	72	4	72 4	722	71.5	72.5	3.5	4.5
#FFFFFF	73	5	73 5	734	72.5	73.5	4.5	5.5
#FFFFFF	74	6	74 6	746	73.5	74.5	5.5	6.5
#A6A6A6	69	0	69 0	676	68.5	69.5	-0.5	0.5
#A6A6A6	70	1	70 1	696	69.5	70.5	0.5	1.5
#FFFFFF	76	7	76 7	768	75.5	76.5	6.5	7.5
#C3C3C3	71	2	71 2	709	70.5	71.5	1.5	2.5
#FDFDFD	72	3	72 3	721	71.5	72.5	2.5	3.5
#FFFFFF	73	4	73 4	733	72.5	73.5	3.5	4.5
#FFFFFF	75	6	75 6	757	74.5	75.5	5.5	6.5
#FFFFFF	77	8	77 8	779	76.5	77.5	7.5	8.5
#FFFFFF	74	5	74 5	745	73.5	74.5	4.5	5.5
#A5A5A5	70	0	70 0	695	69.5	70.5	-0.5	0.5
#FFFFFF	77	7	77 7	778	76.5	77.5	6.5	7.5
#A6A6A6	71	1	71 1	707	70.5	71.5	0.5	1.5
#EFEFEF	72	2	72 2	720	71.5	72.5	1.5	2.5
#F5F5F5	73	3	73 3	732	72.5	73.5	2.5	3.5
#FFFFFF	75	5	75 5	756	74.5	75.5	4.5	5.5
#FFFFFF	76	6	76 6	767	75.5	76.5	5.5	6.5
#FFFFFF	74	4	74 4	744	73.5	74.5	3.5	4.5
#A4A4A4	71	0	71 0	706	70.5	71.5	-0.5	0.5
#BFBFBF	72	1	72 1	718	71.5	72.5	0.5	1.5
#DBDBDB	73	2	73 2	731	72.5	73.5	1.5	2.5
#FFFFFF	74	3	74 3	743	73.5	74.5	2.5	3.5
#FFFFFF	76	5	76 5	766	75.5	76.5	4.5	5.5
#FFFFFF	77	6	77 6	777	76.5	77.5	5.5	6.5
#FFFFFF	78	7	78 7	787	77.5	78.5	6.5	7.5
#A6A6A6	72	0	72 0	717	71.5	72.5	-0.5	0.5
#D3D3D3	73	1	73 1	729	72.5	73.5	0.5	1.5
#F2F2F2	74	2	74 2	742	73.5	74.5	1.5	2.5
#FFFFFF	77	5	77 5	776	76.5	77.5	4.5	5.5
#FFFFFF	78	6	78 6	786	77.5	78.5	5.5	6.5
#FFFFFF	76	4	76 4	765	75.5	76.5	3.5	4.5
#FFFFFF	75	4	75 4	755	74.5	75.5	3.5	4.5
#F9F9F9	75	3	75 3	754	74.5	75.5	2.5	3.5
#B4B4B4	73	0	73 0	728	72.5	73.5	-0.5	0.5
#CDCDCD	74	1	74 1	740	73.5	74.5	0.5	1.5
#D3D3D3	75	2	75 2	753	74.5	75.5	1.5	2.5
#FEFEFE	77	4	77 4	775	76.5	77.5	3.5	4.5
#FFFFFF	78	5	78 5	785	77.5	78.5	4.5	5.5
#F4F4F4	76	3	76 3	764	75.5	76.5	2.5	3.5
#FEFEFE	79	6	79 6	794	78.5	79.5	5.5	6.5
#A2A2A2	74	0	74 0	739	73.5	74.5	-0.5	0.5
#B2B2B2	75	1	75 1	751	74.5	75.5	0.5	1.5
#D5D5D5	76	2	76 2	763	75.5	76.5	1.5	2.5
#FEFEFE	77	3	77 3	774	76.5	77.5	2.5	3.5
#FEFEFE	78	4	78 4	784	77.5	78.5	3.5	4.5
#FEFEFE	79	5	79 5	793	78.5	79.5	4.5	5.5
#A0A0A0	75	0	75 0	750	74.5	75.5	-0.5	0.5
#C7C7C7	76	1	76 1	762	75.5	76.5	0.5	1.5
#FEFEFE	77	2	77 2	773	76.5	77.5	1.5	2.5
#FEFEFE	78	3	78 3	783	77.5	78.5	2.5	3.5
#FEFEFE	79	4	79 4	792	78.5	79.5	3.5	4.5
#FEFEFE	80	5	80 5	809	79.5	80.5	4.5	5.5
#B3B3B3	76	0	76 0	761	75.5	76.5	-0.5	0.5
#D6D6D6	77	1	77 1	772	76.5	77.5	0.5	1.5
#FEFEFE	78	2	78 2	782	77.5	78.5	1.5	2.5
#FDFDFD	79	3	79 3	791	78.5	79.5	2.5	3.5
#FEFEFE	80	4	80 4	808	79.5	80.5	3.5	4.5
#A6A6A6	77	0	77 0	771	76.5	77.5	-0.5	0.5
#EDEDED	78	1	78 1	781	77.5	78.5	0.5	1.5
#F8F8F8	79	2	79 2	790	78.5	79.5	1.5	2.5
#FEFEFE	80	3	80 3	807	79.5	80.5	2.5	3.5
#FEFEFE	81	4	81 4	814	80.5	81.5	3.5	4.5
#A9A9A9	78	0	78 0	780	77.5	78.5	-0.5	0.5
#E4E4E4	79	1	79 1	789	78.5	79.5	0.5	1.5
#EEEEEE	80	2	80 2	806	79.5	80.5	1.5	2.5
#FDFDFD	81	3	81 3	813	80.5	81.5	2.5	3.5
#ADADAD	79	0	79 0	788	78.5	79.5	-0.5	0.5
#C2C2C2	80	1	80 1	805	79.5	80.5	0.5	1.5
#FDFDFD	81	2	81 2	812	80.5	81.5	1.5	2.5
#FEFEFE	82	3	82 3	818	81.5	82.5	2.5	3.5
